X,Y,Z
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,00,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,00,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
0,1,1176,0
-2,318971,1,1176,0
-2,318971,1,1176,0
-5,29,2,24,0
-5,29,2,91,0
-3,3,2,91,0
0,95,2,91,0
0,95,2,91,0
0,95,2,91,0
0,95,2,91,0
0,95,2,91,0
0,95,2,91,0
0,95,2,91,0
0,95,2,91,0
0,95,2,91,0
0,95,2,91,0
1,88,2,91,0
2,37,2,91,0
2,37,2,91,0
2,37,2,91,0
2,37,2,91,0,59
2,37,2,91,0,82
2,37,2,91,2,96
2,37,2,91,2,96
2,37,2,91,2,96
2,37,2,91,8,02
2,37,2,91,8,02
2,37,2,91,8,02
2,37,2,91,8,02
2,37,2,91,8,02
2,37,2,91,7,83
2,37,1,39,7,83
5,51,1,39,7,83
5,51,1,39,7,83
5,51,1,39,7,83
5,09,1,39,7,83
4,74,1,39,7,83
4,74,1,39,7,83
4,74,1,39,7,83
4,74,1,39,7,83
4,74,1,39,7,83
4,74,1,39,7,83
4,74,1,39,7,83
4,82,1,39,7,83
4,82,1,39,7,83
4,82,1,39,7,83
4,82,1,39,7,83
4,84,1,39,7,83
5,09,1,39,7,83
5,09,1,18,7,83
5,09,1,32,7,83
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,885,09,1,32,7,88
5,09,1,32,7,885,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,885,09,1,32,7,885,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
4,69,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,885,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,885,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88
5,09,1,32,7,88